jnstrans|date|txn|idr|bln|mth
CIRRUS MASTER NON ISIS|06/29/2019|3124|3661300000|JUN2019|2019-06
CIRRUS MASTER ISIS|06/29/2019|454|522850000|JUN2019|2019-06
VISA - LOCAL|06/30/2019|48|50900000|JUN2019|2019-06
VISA - INTERNATIONAL|06/30/2019|1734|1934150000|JUN2019|2019-06
PLUS - LOCAL|06/30/2019|141|144800000|JUN2019|2019-06
PLUS - INTERNATIONAL|06/30/2019|2456|2888050000|JUN2019|2019-06
CIRRUS MASTER NON ISIS|06/30/2019|3121|3585000000|JUN2019|2019-06
CIRRUS MASTER ISIS|06/30/2019|418|480650000|JUN2019|2019-06
VISA - LOCAL|07/01/2019|52|55700000|JUL2019|2019-07
VISA - INTERNATIONAL|07/01/2019|1917|2211750000|JUL2019|2019-07
PLUS - LOCAL|07/01/2019|165|184350000|JUL2019|2019-07
PLUS - INTERNATIONAL|07/01/2019|2668|3422600000|JUL2019|2019-07
CIRRUS MASTER NON ISIS|07/01/2019|9268|0|JUL2019|2019-07
CIRRUS MASTER ISIS|07/01/2019|1355|1576200000|JUL2019|2019-07
VISA - LOCAL|07/02/2019|61|70050000|JUL2019|2019-07
VISA - INTERNATIONAL|07/02/2019|1883|2169700000|JUL2019|2019-07
PLUS - LOCAL|07/02/2019|145|154100000|JUL2019|2019-07
PLUS - INTERNATIONAL|07/02/2019|2777|3580850000|JUL2019|2019-07
CIRRUS MASTER NON ISIS|07/02/2019|3142|3856350000|JUL2019|2019-07
CIRRUS MASTER ISIS|07/02/2019|491|559550000|JUL2019|2019-07
VISA - LOCAL|07/03/2019|49|56650000|JUL2019|2019-07
VISA - INTERNATIONAL|07/03/2019|1962|2237950000|JUL2019|2019-07
PLUS - LOCAL|07/03/2019|188|230250000|JUL2019|2019-07
PLUS - INTERNATIONAL|07/03/2019|2807|3501400000|JUL2019|2019-07
CIRRUS MASTER NON ISIS|07/03/2019|3188|3836350000|JUL2019|2019-07
CIRRUS MASTER ISIS|07/03/2019|503|602750000|JUL2019|2019-07
VISA - LOCAL|07/04/2019|45|52200000|JUL2019|2019-07
VISA - INTERNATIONAL|07/04/2019|1961|2235800000|JUL2019|2019-07
PLUS - LOCAL|07/04/2019|164|177300000|JUL2019|2019-07
PLUS - INTERNATIONAL|07/04/2019|2812|3507350000|JUL2019|2019-07
CIRRUS MASTER NON ISIS|07/04/2019|3110|3756300000|JUL2019|2019-07
CIRRUS MASTER ISIS|07/04/2019|540|601500000|JUL2019|2019-07
VISA - LOCAL|07/05/2019|71|72100000|JUL2019|2019-07
VISA - INTERNATIONAL|07/05/2019|2054|2433100000|JUL2019|2019-07
PLUS - LOCAL|07/05/2019|202|232650000|JUL2019|2019-07
PLUS - INTERNATIONAL|07/05/2019|3006|3643350000|JUL2019|2019-07
CIRRUS MASTER NON ISIS|07/05/2019|3345|3996550000|JUL2019|2019-07
CIRRUS MASTER ISIS|07/05/2019|534|581730000|JUL2019|2019-07
VISA - LOCAL|07/06/2019|61|54650000|JUL2019|2019-07
VISA - INTERNATIONAL|07/06/2019|2065|2314950000|JUL2019|2019-07
PLUS - LOCAL|07/06/2019|184|178500000|JUL2019|2019-07
PLUS - INTERNATIONAL|07/06/2019|2813|3202800000|JUL2019|2019-07
CIRRUS MASTER NON ISIS|07/06/2019|3088|3621500000|JUL2019|2019-07
CIRRUS MASTER ISIS|07/06/2019|524|541000000|JUL2019|2019-07
VISA - LOCAL|07/07/2019|54|45800000|JUL2019|2019-07
VISA - INTERNATIONAL|07/07/2019|1825|1957650000|JUL2019|2019-07
PLUS - LOCAL|07/07/2019|163|155750000|JUL2019|2019-07
PLUS - INTERNATIONAL|07/07/2019|2648|2920600000|JUL2019|2019-07
CIRRUS MASTER NON ISIS|07/07/2019|2993|3391750000|JUL2019|2019-07
CIRRUS MASTER ISIS|07/07/2019|575|614150000|JUL2019|2019-07
VISA - LOCAL|07/08/2019|59|69550000|JUL2019|2019-07
VISA - INTERNATIONAL|07/08/2019|2045|2276850000|JUL2019|2019-07
PLUS - LOCAL|07/08/2019|215|235650000|JUL2019|2019-07
PLUS - INTERNATIONAL|07/08/2019|2911|3493950000|JUL2019|2019-07
CIRRUS MASTER NON ISIS|07/08/2019|9278|0|JUL2019|2019-07
CIRRUS MASTER ISIS|07/08/2019|1728|1832350000|JUL2019|2019-07
VISA - LOCAL|07/09/2019|40|53150000|JUL2019|2019-07
VISA - INTERNATIONAL|07/09/2019|1912|2156150000|JUL2019|2019-07
PLUS - LOCAL|07/09/2019|175|190700000|JUL2019|2019-07
PLUS - INTERNATIONAL|07/09/2019|2770|3421200000|JUL2019|2019-07
CIRRUS MASTER NON ISIS|07/09/2019|3150|3900500000|JUL2019|2019-07
CIRRUS MASTER ISIS|07/09/2019|591|669900000|JUL2019|2019-07
VISA - LOCAL|07/10/2019|44|43350000|JUL2019|2019-07
VISA - INTERNATIONAL|07/10/2019|2182|2610000000|JUL2019|2019-07
PLUS - LOCAL|07/10/2019|177|175250000|JUL2019|2019-07
PLUS - INTERNATIONAL|07/10/2019|2749|3281350000|JUL2019|2019-07
CIRRUS MASTER NON ISIS|07/10/2019|3067|3801900000|JUL2019|2019-07
CIRRUS MASTER ISIS|07/10/2019|576|633750000|JUL2019|2019-07
VISA - LOCAL|07/11/2019|63|75250000|JUL2019|2019-07
VISA - INTERNATIONAL|07/11/2019|2415|3251600000|JUL2019|2019-07
PLUS - LOCAL|07/11/2019|168|176050000|JUL2019|2019-07
PLUS - INTERNATIONAL|07/11/2019|2824|3377600000|JUL2019|2019-07
CIRRUS MASTER NON ISIS|07/11/2019|3090|3691950000|JUL2019|2019-07
CIRRUS MASTER ISIS|07/11/2019|572|569350000|JUL2019|2019-07
VISA - LOCAL|07/12/2019|60|59300000|JUL2019|2019-07
VISA - INTERNATIONAL|07/12/2019|2137|2611600000|JUL2019|2019-07
PLUS - LOCAL|07/12/2019|195|185900000|JUL2019|2019-07
PLUS - INTERNATIONAL|07/12/2019|2985|3650560000|JUL2019|2019-07
CIRRUS MASTER NON ISIS|07/12/2019|3270|4072250000|JUL2019|2019-07
CIRRUS MASTER ISIS|07/12/2019|592|635150000|JUL2019|2019-07
VISA - LOCAL|07/13/2019|54|62250000|JUL2019|2019-07
VISA - INTERNATIONAL|07/13/2019|2134|2507400000|JUL2019|2019-07
PLUS - LOCAL|07/13/2019|192|181250000|JUL2019|2019-07
PLUS - INTERNATIONAL|07/13/2019|2949|3303800000|JUL2019|2019-07
CIRRUS MASTER NON ISIS|07/13/2019|3384|3919050000|JUL2019|2019-07
CIRRUS MASTER ISIS|07/13/2019|614|608950000|JUL2019|2019-07
VISA - LOCAL|07/14/2019|45|34000000|JUL2019|2019-07
VISA - INTERNATIONAL|07/14/2019|2023|2251600000|JUL2019|2019-07
PLUS - LOCAL|07/14/2019|173|148800000|JUL2019|2019-07
PLUS - INTERNATIONAL|07/14/2019|2716|2921200000|JUL2019|2019-07
CIRRUS MASTER NON ISIS|07/14/2019|3151|3556800000|JUL2019|2019-07
CIRRUS MASTER ISIS|07/14/2019|573|547050000|JUL2019|2019-07
VISA - LOCAL|07/15/2019|69|89100000|JUL2019|2019-07
VISA - INTERNATIONAL|07/15/2019|2132|2478400000|JUL2019|2019-07
PLUS - LOCAL|07/15/2019|177|174650000|JUL2019|2019-07
PLUS - INTERNATIONAL|07/15/2019|2901|3434050000|JUL2019|2019-07
CIRRUS MASTER NON ISIS|07/15/2019|9958|0|JUL2019|2019-07
CIRRUS MASTER ISIS|07/15/2019|1787|1747050000|JUL2019|2019-07
VISA - LOCAL|07/16/2019|77|79400000|JUL2019|2019-07
VISA - INTERNATIONAL|07/16/2019|2080|2399000000|JUL2019|2019-07
PLUS - LOCAL|07/16/2019|162|149250000|JUL2019|2019-07
PLUS - INTERNATIONAL|07/16/2019|2702|3178850000|JUL2019|2019-07
CIRRUS MASTER NON ISIS|07/16/2019|3333|3865350000|JUL2019|2019-07
CIRRUS MASTER ISIS|07/16/2019|466|422900000|JUL2019|2019-07
VISA - LOCAL|07/17/2019|54|63100000|JUL2019|2019-07
VISA - INTERNATIONAL|07/17/2019|2057|2311500000|JUL2019|2019-07
PLUS - LOCAL|07/17/2019|175|162500000|JUL2019|2019-07
PLUS - INTERNATIONAL|07/17/2019|2638|3099950000|JUL2019|2019-07
CIRRUS MASTER NON ISIS|07/17/2019|3413|3992000000|JUL2019|2019-07
CIRRUS MASTER ISIS|07/17/2019|516|544350000|JUL2019|2019-07
VISA - LOCAL|07/18/2019|47|44350000|JUL2019|2019-07
VISA - INTERNATIONAL|07/18/2019|2095|2450500000|JUL2019|2019-07
PLUS - LOCAL|07/18/2019|157|142100000|JUL2019|2019-07
PLUS - INTERNATIONAL|07/18/2019|2752|3248250000|JUL2019|2019-07
CIRRUS MASTER NON ISIS|07/18/2019|3384|4099150000|JUL2019|2019-07
CIRRUS MASTER ISIS|07/18/2019|529|545600000|JUL2019|2019-07
VISA - LOCAL|07/19/2019|56|55850000|JUL2019|2019-07
VISA - INTERNATIONAL|07/19/2019|2219|2615850000|JUL2019|2019-07
PLUS - LOCAL|07/19/2019|170|162600000|JUL2019|2019-07
PLUS - INTERNATIONAL|07/19/2019|2886|3420100000|JUL2019|2019-07
CIRRUS MASTER NON ISIS|07/19/2019|3520|4240150000|JUL2019|2019-07
CIRRUS MASTER ISIS|07/19/2019|537|570600000|JUL2019|2019-07
VISA - LOCAL|07/20/2019|66|75350000|JUL2019|2019-07
VISA - INTERNATIONAL|07/20/2019|2343|2584450000|JUL2019|2019-07
PLUS - LOCAL|07/20/2019|258|230250000|JUL2019|2019-07
PLUS - INTERNATIONAL|07/20/2019|3273|3736100000|JUL2019|2019-07
CIRRUS MASTER NON ISIS|07/20/2019|3693|4301850000|JUL2019|2019-07
CIRRUS MASTER ISIS|07/20/2019|662|583650000|JUL2019|2019-07
VISA - LOCAL|07/21/2019|69|63450000|JUL2019|2019-07
VISA - INTERNATIONAL|07/21/2019|2079|2182400000|JUL2019|2019-07
PLUS - LOCAL|07/21/2019|165|139650000|JUL2019|2019-07
PLUS - INTERNATIONAL|07/21/2019|2582|2721100000|JUL2019|2019-07
CIRRUS MASTER NON ISIS|07/21/2019|3293|3800300000|JUL2019|2019-07
CIRRUS MASTER ISIS|07/21/2019|523|443300000|JUL2019|2019-07
VISA - LOCAL|07/22/2019|74|78650000|JUL2019|2019-07
VISA - INTERNATIONAL|07/22/2019|2098|2455500000|JUL2019|2019-07
PLUS - LOCAL|07/22/2019|198|188550000|JUL2019|2019-07
PLUS - INTERNATIONAL|07/22/2019|2776|3236500000|JUL2019|2019-07
CIRRUS MASTER NON ISIS|07/22/2019|0|0|JUL2019|2019-07
CIRRUS MASTER ISIS|07/22/2019|1770|1601800000|JUL2019|2019-07
VISA - LOCAL|07/23/2019|62|66800000|JUL2019|2019-07
VISA - INTERNATIONAL|07/23/2019|2070|2378750000|JUL2019|2019-07
PLUS - LOCAL|07/23/2019|161|143100000|JUL2019|2019-07
PLUS - INTERNATIONAL|07/23/2019|2637|3033450000|JUL2019|2019-07
CIRRUS MASTER NON ISIS|07/23/2019|3605|4358750000|JUL2019|2019-07
CIRRUS MASTER ISIS|07/23/2019|503|535700000|JUL2019|2019-07
VISA - LOCAL|07/24/2019|75|65850000|JUL2019|2019-07
VISA - INTERNATIONAL|07/24/2019|1910|2093950000|JUL2019|2019-07
PLUS - LOCAL|07/24/2019|166|147600000|JUL2019|2019-07
PLUS - INTERNATIONAL|07/24/2019|2525|2920400000|JUL2019|2019-07
CIRRUS MASTER NON ISIS|07/24/2019|3474|4246400000|JUL2019|2019-07
CIRRUS MASTER ISIS|07/24/2019|475|485150000|JUL2019|2019-07
VISA - LOCAL|07/25/2019|61|68650000|JUL2019|2019-07
VISA - INTERNATIONAL|07/25/2019|1884|2167900000|JUL2019|2019-07
PLUS - LOCAL|07/25/2019|156|165450000|JUL2019|2019-07
PLUS - INTERNATIONAL|07/25/2019|2544|3088350000|JUL2019|2019-07
CIRRUS MASTER NON ISIS|07/25/2019|3549|4488650000|JUL2019|2019-07
CIRRUS MASTER ISIS|07/25/2019|419|469400000|JUL2019|2019-07
VISA - LOCAL|07/26/2019|51|57000000|JUL2019|2019-07
VISA - INTERNATIONAL|07/26/2019|2162|2539600000|JUL2019|2019-07
PLUS - LOCAL|07/26/2019|144|153600000|JUL2019|2019-07
PLUS - INTERNATIONAL|07/26/2019|2651|3271850000|JUL2019|2019-07
CIRRUS MASTER NON ISIS|07/26/2019|3802|4700350000|JUL2019|2019-07
CIRRUS MASTER ISIS|07/26/2019|427|454150000|JUL2019|2019-07
VISA - LOCAL|07/27/2019|67|63800000|JUL2019|2019-07
VISA - INTERNATIONAL|07/27/2019|2002|2264500000|JUL2019|2019-07
PLUS - LOCAL|07/27/2019|152|144600000|JUL2019|2019-07
PLUS - INTERNATIONAL|07/27/2019|2732|3274850000|JUL2019|2019-07
CIRRUS MASTER NON ISIS|07/27/2019|3666|4270950000|JUL2019|2019-07
CIRRUS MASTER ISIS|07/27/2019|456|467600000|JUL2019|2019-07
VISA - LOCAL|07/28/2019|45|44250000|JUL2019|2019-07
VISA - INTERNATIONAL|07/28/2019|2002|2138250000|JUL2019|2019-07
PLUS - LOCAL|07/28/2019|130|121800000|JUL2019|2019-07
PLUS - INTERNATIONAL|07/28/2019|2328|2584400000|JUL2019|2019-07
CIRRUS MASTER NON ISIS|07/28/2019|3324|3954300000|JUL2019|2019-07
CIRRUS MASTER ISIS|07/28/2019|448|457600000|JUL2019|2019-07
VISA - LOCAL|07/29/2019|59|51600000|JUL2019|2019-07
VISA - INTERNATIONAL|07/29/2019|2265|2791500000|JUL2019|2019-07
PLUS - LOCAL|07/29/2019|171|161000000|JUL2019|2019-07
PLUS - INTERNATIONAL|07/29/2019|2618|3220500000|JUL2019|2019-07
CIRRUS MASTER NON ISIS|07/29/2019|0|0|JUL2019|2019-07
CIRRUS MASTER ISIS|07/29/2019|1355|1443400000|JUL2019|2019-07
VISA - LOCAL|07/30/2019|58|63600000|JUL2019|2019-07
VISA - INTERNATIONAL|07/30/2019|2214|2568100000|JUL2019|2019-07
PLUS - LOCAL|07/30/2019|148|157950000|JUL2019|2019-07
PLUS - INTERNATIONAL|07/30/2019|2729|3356150000|JUL2019|2019-07
CIRRUS MASTER NON ISIS|07/30/2019|3916|4970750000|JUL2019|2019-07
CIRRUS MASTER ISIS|07/30/2019|479|539750000|JUL2019|2019-07
VISA - LOCAL|07/31/2019|48|51450000|JUL2019|2019-07
VISA - INTERNATIONAL|07/31/2019|2088|2415850000|JUL2019|2019-07
PLUS - LOCAL|07/31/2019|126|148200000|JUL2019|2019-07
PLUS - INTERNATIONAL|07/31/2019|2815|3552000000|JUL2019|2019-07
CIRRUS MASTER NON ISIS|07/31/2019|3840|4688950000|JUL2019|2019-07
CIRRUS MASTER ISIS|07/31/2019|501|632350000|JUL2019|2019-07
VISA - LOCAL|08/01/2019|58|82600000|AUG2019|2019-08
VISA - INTERNATIONAL|08/01/2019|2107|2515400000|AUG2019|2019-08
PLUS - LOCAL|08/01/2019|160|161750000|AUG2019|2019-08
PLUS - INTERNATIONAL|08/01/2019|3102|3989600000|AUG2019|2019-08
CIRRUS MASTER NON ISIS|08/01/2019|3876|4977450000|AUG2019|2019-08
CIRRUS MASTER ISIS|08/01/2019|534|614250000|AUG2019|2019-08
VISA - LOCAL|08/02/2019|71|87800000|AUG2019|2019-08
VISA - INTERNATIONAL|08/02/2019|2198|2623950000|AUG2019|2019-08
PLUS - LOCAL|08/02/2019|195|239150000|AUG2019|2019-08
PLUS - INTERNATIONAL|08/02/2019|3082|4007200000|AUG2019|2019-08
CIRRUS MASTER NON ISIS|08/02/2019|3876|4844150000|AUG2019|2019-08
CIRRUS MASTER ISIS|08/02/2019|577|683900000|AUG2019|2019-08
VISA - LOCAL|08/03/2019|51|55650000|AUG2019|2019-08
VISA - INTERNATIONAL|08/03/2019|2006|2284600000|AUG2019|2019-08
PLUS - LOCAL|08/03/2019|173|183300000|AUG2019|2019-08
PLUS - INTERNATIONAL|08/03/2019|2806|3330300000|AUG2019|2019-08
CIRRUS MASTER NON ISIS|08/03/2019|3596|4223100000|AUG2019|2019-08
CIRRUS MASTER ISIS|08/03/2019|609|717100000|AUG2019|2019-08
VISA - LOCAL|08/04/2019|36|36850000|AUG2019|2019-08
VISA - INTERNATIONAL|08/04/2019|2021|2184000000|AUG2019|2019-08
PLUS - LOCAL|08/04/2019|142|145700000|AUG2019|2019-08
PLUS - INTERNATIONAL|08/04/2019|2643|3007100000|AUG2019|2019-08
CIRRUS MASTER NON ISIS|08/04/2019|3691|4142350000|AUG2019|2019-08
CIRRUS MASTER ISIS|08/04/2019|496|519900000|AUG2019|2019-08
VISA - LOCAL|08/05/2019|67|79950000|AUG2019|2019-08
VISA - INTERNATIONAL|08/05/2019|2397|2706650000|AUG2019|2019-08
PLUS - LOCAL|08/05/2019|199|207350000|AUG2019|2019-08
PLUS - INTERNATIONAL|08/05/2019|3117|3936050000|AUG2019|2019-08
CIRRUS MASTER NON ISIS|08/05/2019|0|0|AUG2019|2019-08
CIRRUS MASTER ISIS|08/05/2019|1737|1973550000|AUG2019|2019-08
VISA - LOCAL|08/06/2019|68|79200000|AUG2019|2019-08
VISA - INTERNATIONAL|08/06/2019|2276|2660150000|AUG2019|2019-08
PLUS - LOCAL|08/06/2019|183|189550000|AUG2019|2019-08
PLUS - INTERNATIONAL|08/06/2019|2981|3694150000|AUG2019|2019-08
CIRRUS MASTER NON ISIS|08/06/2019|3664|4556950000|AUG2019|2019-08
CIRRUS MASTER ISIS|08/06/2019|665|788800000|AUG2019|2019-08
VISA - LOCAL|08/07/2019|65|76400000|AUG2019|2019-08
VISA - INTERNATIONAL|08/07/2019|2193|2455900000|AUG2019|2019-08
PLUS - LOCAL|08/07/2019|219|250550000|AUG2019|2019-08
PLUS - INTERNATIONAL|08/07/2019|3065|3717450000|AUG2019|2019-08
CIRRUS MASTER NON ISIS|08/07/2019|3629|4248350000|AUG2019|2019-08
CIRRUS MASTER ISIS|08/07/2019|603|664900000|AUG2019|2019-08
VISA - LOCAL|08/08/2019|68|87150000|AUG2019|2019-08
VISA - INTERNATIONAL|08/08/2019|2128|2411350000|AUG2019|2019-08
PLUS - LOCAL|08/08/2019|208|225450000|AUG2019|2019-08
PLUS - INTERNATIONAL|08/08/2019|3036|3761550000|AUG2019|2019-08
CIRRUS MASTER NON ISIS|08/08/2019|3496|4094400000|AUG2019|2019-08
CIRRUS MASTER ISIS|08/08/2019|673|787450000|AUG2019|2019-08
VISA - LOCAL|08/09/2019|74|87650000|AUG2019|2019-08
VISA - INTERNATIONAL|08/09/2019|2259|2619100000|AUG2019|2019-08
PLUS - LOCAL|08/09/2019|209|187800000|AUG2019|2019-08
PLUS - INTERNATIONAL|08/09/2019|3074|3830850000|AUG2019|2019-08
CIRRUS MASTER NON ISIS|08/09/2019|3541|4242600000|AUG2019|2019-08
CIRRUS MASTER ISIS|08/09/2019|628|690050000|AUG2019|2019-08
VISA - LOCAL|08/10/2019|77|74050000|AUG2019|2019-08
VISA - INTERNATIONAL|08/10/2019|2230|2550700000|AUG2019|2019-08
PLUS - LOCAL|08/10/2019|210|192900000|AUG2019|2019-08
PLUS - INTERNATIONAL|08/10/2019|2968|3450850000|AUG2019|2019-08
CIRRUS MASTER NON ISIS|08/10/2019|3760|4265850000|AUG2019|2019-08
CIRRUS MASTER ISIS|08/10/2019|634|695200000|AUG2019|2019-08
VISA - LOCAL|08/11/2019|55|55300000|AUG2019|2019-08
VISA - INTERNATIONAL|08/11/2019|2431|2983200000|AUG2019|2019-08
PLUS - LOCAL|08/11/2019|163|160600000|AUG2019|2019-08
PLUS - INTERNATIONAL|08/11/2019|2380|2740800000|AUG2019|2019-08
CIRRUS MASTER NON ISIS|08/11/2019|3307|3629500000|AUG2019|2019-08
CIRRUS MASTER ISIS|08/11/2019|459|500450000|AUG2019|2019-08
VISA - LOCAL|08/12/2019|74|71500000|AUG2019|2019-08
VISA - INTERNATIONAL|08/12/2019|2485|3165100000|AUG2019|2019-08
PLUS - LOCAL|08/12/2019|230|260000000|AUG2019|2019-08
PLUS - INTERNATIONAL|08/12/2019|3044|3676800000|AUG2019|2019-08
CIRRUS MASTER NON ISIS|08/12/2019|0|0|AUG2019|2019-08
CIRRUS MASTER ISIS|08/12/2019|1764|1993600000|AUG2019|2019-08
VISA - LOCAL|08/13/2019|59|60450000|AUG2019|2019-08
VISA - INTERNATIONAL|08/13/2019|2125|2480400000|AUG2019|2019-08
PLUS - LOCAL|08/13/2019|205|191550000|AUG2019|2019-08
PLUS - INTERNATIONAL|08/13/2019|2767|3210200000|AUG2019|2019-08
CIRRUS MASTER NON ISIS|08/13/2019|3467|4133200000|AUG2019|2019-08
CIRRUS MASTER ISIS|08/13/2019|570|597150000|AUG2019|2019-08
VISA - LOCAL|08/14/2019|67|70700000|AUG2019|2019-08
VISA - INTERNATIONAL|08/14/2019|2255|2505550000|AUG2019|2019-08
PLUS - LOCAL|08/14/2019|186|171100000|AUG2019|2019-08
PLUS - INTERNATIONAL|08/14/2019|2847|3266200000|AUG2019|2019-08
CIRRUS MASTER NON ISIS|08/14/2019|3801|4539950000|AUG2019|2019-08
CIRRUS MASTER ISIS|08/14/2019|586|596700000|AUG2019|2019-08
VISA - LOCAL|08/15/2019|52|57400000|AUG2019|2019-08
VISA - INTERNATIONAL|08/15/2019|2236|2527200000|AUG2019|2019-08
PLUS - LOCAL|08/15/2019|181|170250000|AUG2019|2019-08
PLUS - INTERNATIONAL|08/15/2019|2909|3215250000|AUG2019|2019-08
CIRRUS MASTER NON ISIS|08/15/2019|3753|4390150000|AUG2019|2019-08
CIRRUS MASTER ISIS|08/15/2019|541|548900000|AUG2019|2019-08
VISA - LOCAL|08/16/2019|54|54450000|AUG2019|2019-08
VISA - INTERNATIONAL|08/16/2019|2267|2605950000|AUG2019|2019-08
PLUS - LOCAL|08/16/2019|211|216650000|AUG2019|2019-08
PLUS - INTERNATIONAL|08/16/2019|2974|3534800000|AUG2019|2019-08
CIRRUS MASTER NON ISIS|08/16/2019|3638|4320900000|AUG2019|2019-08
CIRRUS MASTER ISIS|08/16/2019|518|521000000|AUG2019|2019-08
VISA - LOCAL|08/17/2019|53|46800000|AUG2019|2019-08
VISA - INTERNATIONAL|08/17/2019|2325|2401750000|AUG2019|2019-08
PLUS - LOCAL|08/17/2019|201|185350000|AUG2019|2019-08
PLUS - INTERNATIONAL|08/17/2019|2735|3004700000|AUG2019|2019-08
CIRRUS MASTER NON ISIS|08/17/2019|3634|4117700000|AUG2019|2019-08
CIRRUS MASTER ISIS|08/17/2019|524|472850000|AUG2019|2019-08
VISA - LOCAL|08/18/2019|63|56850000|AUG2019|2019-08
VISA - INTERNATIONAL|08/18/2019|2277|2310700000|AUG2019|2019-08
PLUS - LOCAL|08/18/2019|169|153500000|AUG2019|2019-08
PLUS - INTERNATIONAL|08/18/2019|2666|2890000000|AUG2019|2019-08
CIRRUS MASTER NON ISIS|08/18/2019|3505|3778650000|AUG2019|2019-08
CIRRUS MASTER ISIS|08/18/2019|582|516850000|AUG2019|2019-08
VISA - LOCAL|08/19/2019|85|79650000|AUG2019|2019-08
VISA - INTERNATIONAL|08/19/2019|2404|2684750000|AUG2019|2019-08
PLUS - LOCAL|08/19/2019|203|205800000|AUG2019|2019-08
PLUS - INTERNATIONAL|08/19/2019|2744|3200000000|AUG2019|2019-08
CIRRUS MASTER NON ISIS|08/19/2019|0|0|AUG2019|2019-08
CIRRUS MASTER ISIS|08/19/2019|1750|1616150000|AUG2019|2019-08
VISA - LOCAL|08/20/2019|71|63500000|AUG2019|2019-08
VISA - INTERNATIONAL|08/20/2019|2147|2359450000|AUG2019|2019-08
PLUS - LOCAL|08/20/2019|219|211250000|AUG2019|2019-08
PLUS - INTERNATIONAL|08/20/2019|2875|3373050000|AUG2019|2019-08
CIRRUS MASTER NON ISIS|08/20/2019|3577|4235000000|AUG2019|2019-08
CIRRUS MASTER ISIS|08/20/2019|526|518800000|AUG2019|2019-08
VISA - LOCAL|08/21/2019|62|61550000|AUG2019|2019-08
VISA - INTERNATIONAL|08/21/2019|2336|2518400000|AUG2019|2019-08
PLUS - LOCAL|08/21/2019|214|175750000|AUG2019|2019-08
PLUS - INTERNATIONAL|08/21/2019|2702|3081250000|AUG2019|2019-08
CIRRUS MASTER NON ISIS|08/21/2019|3699|4163250000|AUG2019|2019-08
CIRRUS MASTER ISIS|08/21/2019|540|496650000|AUG2019|2019-08
VISA - LOCAL|08/22/2019|69|69950000|AUG2019|2019-08
VISA - INTERNATIONAL|08/22/2019|2244|2415000000|AUG2019|2019-08
PLUS - LOCAL|08/22/2019|172|155100000|AUG2019|2019-08
PLUS - INTERNATIONAL|08/22/2019|2683|3254900000|AUG2019|2019-08
CIRRUS MASTER NON ISIS|08/22/2019|3670|4266250000|AUG2019|2019-08
CIRRUS MASTER ISIS|08/22/2019|527|508950000|AUG2019|2019-08
VISA - LOCAL|08/23/2019|65|65350000|AUG2019|2019-08
VISA - INTERNATIONAL|08/23/2019|2252|2458250000|AUG2019|2019-08
PLUS - LOCAL|08/23/2019|169|152900000|AUG2019|2019-08
PLUS - INTERNATIONAL|08/23/2019|2699|3183100000|AUG2019|2019-08
CIRRUS MASTER NON ISIS|08/23/2019|3753|4465650000|AUG2019|2019-08
CIRRUS MASTER ISIS|08/23/2019|509|526550000|AUG2019|2019-08
VISA - LOCAL|08/24/2019|43|51100000|AUG2019|2019-08
VISA - INTERNATIONAL|08/24/2019|2118|2339200000|AUG2019|2019-08
PLUS - LOCAL|08/24/2019|201|191300000|AUG2019|2019-08
PLUS - INTERNATIONAL|08/24/2019|2631|3038600000|AUG2019|2019-08
CIRRUS MASTER NON ISIS|08/24/2019|3480|3902700000|AUG2019|2019-08
CIRRUS MASTER ISIS|08/24/2019|546|561450000|AUG2019|2019-08
VISA - LOCAL|08/25/2019|52|39050000|AUG2019|2019-08
VISA - INTERNATIONAL|08/25/2019|2054|2114000000|AUG2019|2019-08
PLUS - LOCAL|08/25/2019|159|130700000|AUG2019|2019-08
PLUS - INTERNATIONAL|08/25/2019|2465|2533600000|AUG2019|2019-08
CIRRUS MASTER NON ISIS|08/25/2019|3269|3463800000|AUG2019|2019-08
CIRRUS MASTER ISIS|08/25/2019|502|450900000|AUG2019|2019-08
VISA - LOCAL|08/26/2019|58|66700000|AUG2019|2019-08
VISA - INTERNATIONAL|08/26/2019|2171|2494100000|AUG2019|2019-08
PLUS - LOCAL|08/26/2019|171|178400000|AUG2019|2019-08
PLUS - INTERNATIONAL|08/26/2019|2817|3557400000|AUG2019|2019-08
CIRRUS MASTER NON ISIS|08/26/2019|0|0|AUG2019|2019-08
CIRRUS MASTER ISIS|08/26/2019|1551|1580800000|AUG2019|2019-08
VISA - LOCAL|08/27/2019|58|59550000|AUG2019|2019-08
VISA - INTERNATIONAL|08/27/2019|2260|2541550000|AUG2019|2019-08
PLUS - LOCAL|08/27/2019|177|167850000|AUG2019|2019-08
PLUS - INTERNATIONAL|08/27/2019|2612|3269950000|AUG2019|2019-08
CIRRUS MASTER NON ISIS|08/27/2019|3449|4064100000|AUG2019|2019-08
CIRRUS MASTER ISIS|08/27/2019|496|541100000|AUG2019|2019-08
VISA - LOCAL|08/28/2019|52|55000000|AUG2019|2019-08
VISA - INTERNATIONAL|08/28/2019|2123|2426250000|AUG2019|2019-08
PLUS - LOCAL|08/28/2019|144|140550000|AUG2019|2019-08
PLUS - INTERNATIONAL|08/28/2019|2529|3108850000|AUG2019|2019-08
CIRRUS MASTER NON ISIS|08/28/2019|3485|4250800000|AUG2019|2019-08
