date|usermb|balance|mutasi|registrasi|aktivasi|payment|login|purchase|transfer|ownacc|otheracc|domesticbank|transferidr|transfersgd|transferusd|paymentidr|purchaseidr|ownaccidr|otheraccidr|domesticbankidr|totaltxn|totalidr|totalsgd|totalusd|bln|mth
07/14/2019|18111266|3413744|525006|0|4045|119109|0|160108|2492218|0|0|0|2.9728644E12|7495|22165|78175807539.00|10548519500.00|0.00|0.00|0.00|6710185|3061588736504.00|7495|22165|JUL2019|2019-07
07/15/2019|18133557|4835348|830877|0|25271|159629|0|190350|3365077|0|0|0|6.3717128E12|18454|130828|154619741990.00|12185064000.00|0.00|0.00|0.00|9381281|6538517586549.00|18454|130828|JUL2019|2019-07
07/16/2019|18153653|4598207|780310|0|23398|160880|0|183279|3236483|0|0|0|5.9487139E12|10260|65660|154549184706.00|11723565500.00|0.00|0.00|0.00|8959159|6114986675270.00|10260|65660|JUL2019|2019-07
07/17/2019|18172194|4489485|759573|0|21695|171846|0|194758|3233074|0|0|0|5.7253221E12|1539|47065|165976668686.00|12989145000.00|0.00|0.00|0.00|8848736|5904287957298.00|1539|47065|JUL2019|2019-07
07/18/2019|18190206|4443100|754517|0|21420|165513|0|176348|3210079|0|0|0|5.6736344E12|4450|38291|160926740988.00|11523290000.00|0.00|0.00|0.00|8749557|5846084425495.00|4450|38291|JUL2019|2019-07
07/19/2019|18208352|4600042|806635|0|21457|180339|0|179772|3291778|0|0|0|5.7887403E12|2780|79778|180322383581.00|11769930000.00|0.00|0.00|0.00|9058566|5980832620285.00|2780|79778|JUL2019|2019-07
07/20/2019|18212049|4558409|823049|0|5992|201640|0|174841|3182168|0|0|0|4.7986592E12|2050|14078|154407297697.00|11477280000.00|0.00|0.00|0.00|8940107|4964543754049.00|2050|14078|JUL2019|2019-07
07/21/2019|18214736|3531779|565769|0|4331|180509|0|158811|2488848|0|0|0|2.9215088E12|2568|16641|117281321851.00|10640383500.00|0.00|0.00|0.00|6925716|3049430537776.00|2568|16641|JUL2019|2019-07
07/22/2019|18237135|4698918|817770|0|25261|175941|0|184480|3273421|0|0|0|6.1510092E12|2650|18831|182984742758.00|11873016500.00|0.00|0.00|0.00|9150530|6345866973121.00|2650|18831|JUL2019|2019-07
07/23/2019|18257149|4483412|765353|0|23248|154396|0|172388|3171161|0|0|0|5.8051459E12|5249|32691|174926828410.00|11114627500.00|0.00|0.00|0.00|8746710|5991187311814.00|5249|32691|JUL2019|2019-07
07/24/2019|18274535|4550039|767360|0|20687|150181|0|181963|3211069|0|0|0|5.7145924E12|2250|42904|178696557600.00|11979115500.00|0.00|0.00|0.00|8860612|5905268069919.00|2250|42904|JUL2019|2019-07
07/25/2019|18293727|5740643|1024048|0|22981|225269|0|196312|3962138|0|0|0|6.6459927E12|2745|32481|273264532548.00|13080981500.00|0.00|0.00|0.00|11148410|6932338169323.00|2745|32481|JUL2019|2019-07
07/26/2019|18313631|5805312|1033317|0|23921|218459|0|204779|3997133|0|0|0|6.705729E12|4980|23581|253045642721.00|13665299500.00|0.00|0.00|0.00|11259000|6972439954835.00|4980|23581|JUL2019|2019-07
07/27/2019|18317804|4790933|802307|0|6782|172176|0|191945|3579639|0|0|0|5.2574195E12|1198|8136|157781585951.00|12801256500.00|0.00|0.00|0.00|9537000|5428002336169.00|1198|8136|JUL2019|2019-07
07/28/2019|18320799|3885765|599215|0|4947|145531|0|169239|2872858|0|0|0|3.2919878E12|0|5396|110026576135.00|11516664500.00|0.00|0.00|0.00|7672608|3413531084332.00|0|5396|JUL2019|2019-07
07/29/2019|18344934|5836075|972051|0|27680|182935|0|198687|3776761|0|0|0|6.9646064E12|7531|23908|206142979092.00|13102609000.00|0.00|0.00|0.00|10966509|7183852004762.00|7531|23908|JUL2019|2019-07
07/30/2019|18367189|5952249|987265|0|26315|188419|0|196604|3770566|0|0|0|6.8591297E12|1110|44191|210058633381.00|12965063500.00|0.00|0.00|0.00|11095103|7082153434160.00|1110|44191|JUL2019|2019-07
07/31/2019|18388707|6733037|1205311|0|26184|222112|0|217854|4443510|0|0|0|7.7989644E12|11835|47250|238051002866.00|14590399500.00|0.00|0.00|0.00|12821824|8051605801990.00|11835|47250|JUL2019|2019-07
08/01/2019|18411193|6308279|1164796|0|26901|248540|0|210715|4356371|0|0|0|7.4009005E12|2500|72083|254642925027.00|14136682500.00|0.00|0.00|0.00|12288701|7669680132866.00|2500|72083|AUG2019|2019-08
08/02/2019|18434711|5503206|1001349|0|27359|206001|0|209348|4002525|0|0|0|6.7871391E12|2207|49573|214156822173.00|13909841500.00|0.00|0.00|0.00|10922429|7015205782588.00|2207|49573|AUG2019|2019-08
08/03/2019|18438895|4606872|788317|0|6741|175043|0|191668|3544788|0|0|0|5.2122179E12|1569|10155|157665943734.00|12769747000.00|0.00|0.00|0.00|9306688|5382653613849.00|1569|10155|AUG2019|2019-08
08/04/2019|18440499|3038113|497469|0|2708|125587|0|116057|2139992|0|0|0|2.580632E12|1000|8110|91384905599.00|7713037500.00|0.00|0.00|0.00|5917218|2679729961158.00|1000|8110|AUG2019|2019-08
08/05/2019|18462382|5405395|960194|0|24893|215528|0|259733|3761869|0|0|0|6.7309703E12|2160|32430|215616125358.00|17053971000.00|0.00|0.00|0.00|10602719|6963640360303.00|2160|32430|AUG2019|2019-08
08/06/2019|18483889|5161684|936416|0|25379|213355|0|196854|3727958|0|0|0|6.5308879E12|1087|49553|220461688786.00|12714967000.00|0.00|0.00|0.00|10236267|6764064538677.00|1087|49553|AUG2019|2019-08
08/07/2019|18503453|4955838|877039|0|23173|185764|0|191402|3673362|0|0|0|6.414674E12|3020|46346|186293177477.00|12517854000.00|0.00|0.00|0.00|9883405|6613485054143.00|3020|46346|AUG2019|2019-08
08/08/2019|18522451|4909817|855961|0|22402|175534|0|183867|3673262|0|0|0|6.1972334E12|3550|28886|167706684809.00|12068897000.00|0.00|0.00|0.00|9798441|6377008951009.00|3550|28886|AUG2019|2019-08
08/09/2019|18541105|5021521|883015|0|22176|178718|0|187068|3660962|0|0|0|6.3964616E12|2735|23228|165270451933.00|12137909000.00|0.00|0.00|0.00|9931284|6573869982709.00|2735|23228|AUG2019|2019-08
08/10/2019|18544960|4460593|733506|0|6084|166771|0|190901|3461635|0|0|0|5.1169299E12|4600|9736|129421435297.00|12839243000.00|0.00|0.00|0.00|9013406|5259190616716.00|4600|9736|AUG2019|2019-08
08/11/2019|18547136|3112864|475933|0|3507|143138|0|160257|2321795|0|0|0|2.4002084E12|1200|7901|83008653994.00|10629513000.00|0.00|0.00|0.00|6213987|2493846614613.00|1200|7901|AUG2019|2019-08
08/12/2019|18568153|4653164|857515|0|23725|163658|0|181775|3210104|0|0|0|5.6561145E12|4423|36295|142340747940.00|11808624500.00|0.00|0.00|0.00|9066216|5810263838541.00|4423|36295|AUG2019|2019-08
08/13/2019|18586951|4698232|823045|0|22006|160872|0|179707|3320938|0|0|0|5.7504192E12|805|28402|146115904418.00|11567730000.00|0.00|0.00|0.00|9182794|5908102844611.00|805|28402|AUG2019|2019-08
08/14/2019|18605063|4635900|811645|0|21195|164110|0|184138|3418441|0|0|0|5.8104455E12|7001|29101|144774914972.00|12064660500.00|0.00|0.00|0.00|9214234|5967285060836.00|7001|29101|AUG2019|2019-08
08/15/2019|18622045|4815431|837540|0|20096|163214|0|184066|3444842|0|0|0|5.8449784E12|1600|38446|144772897878.00|12036922500.00|0.00|0.00|0.00|9445093|6001788182018.00|1600|38446|AUG2019|2019-08
08/16/2019|18639154|4786925|846475|0|20217|162355|0|185782|3533287|0|0|0|5.8278014E12|6183|34983|147761010572.00|12124703500.00|0.00|0.00|0.00|9514824|5987687079770.00|6183|34983|AUG2019|2019-08
08/17/2019|18641860|3972515|839158|0|4531|144668|0|175478|2993905|0|0|0|3.4456272E12|200|11701|104109378665.00|11883307000.00|0.00|0.00|0.00|8125724|3561619867100.00|200|11701|AUG2019|2019-08
08/18/2019|18644801|3459242|561725|0|4382|140012|0|154715|2558416|0|0|0|2.7204456E12|2500|7586|99933883377.00|10343839000.00|0.00|0.00|0.00|6874110|2830723342819.00|2500|7586|AUG2019|2019-08
08/19/2019|18664505|4822092|846211|0|22495|209051|0|184462|3480458|0|0|0|6.2561103E12|13825|19592|207809666848.00|11894653000.00|0.00|0.00|0.00|9542274|6475814647286.00|13825|19592|AUG2019|2019-08
08/20/2019|18682499|4838661|845196|0|21181|242889|0|178470|3488361|0|0|0|6.1282028E12|2260|26971|238661480425.00|11609262000.00|0.00|0.00|0.00|9593577|6378473573108.00|2260|26971|AUG2019|2019-08
08/21/2019|18699888|4644997|801068|0|20533|218058|0|183394|3400649|0|0|0|5.8466805E12|0|9987|200560723443.00|11905238000.00|0.00|0.00|0.00|9248166|6059146499367.00|0|9987|AUG2019|2019-08
08/22/2019|18717262|4560466|772537|0|20520|167792|0|177101|3333747|0|0|0|5.7162035E12|4000|17255|164999687897.00|11527216500.00|0.00|0.00|0.00|9011643|5892730447279.00|4000|17255|AUG2019|2019-08
08/23/2019|18735367|5409685|958733|0|21541|208171|0|191329|3797481|0|0|0|6.4568069E12|10245|30131|234988446140.00|12650962000.00|0.00|0.00|0.00|10565399|6704446285288.00|10245|30131|AUG2019|2019-08
08/24/2019|18739472|4510992|746669|0|6324|172443|0|195108|3501525|0|0|0|5.1073765E12|2694|15226|172859773396.00|12731283000.00|0.00|0.00|0.00|9126737|5292967545406.00|2694|15226|AUG2019|2019-08
08/25/2019|18742560|3772615|581771|0|4758|153624|0|167549|2830494|0|0|0|3.2081708E12|5050|24719|134521128330.00|11234879000.00|0.00|0.00|0.00|7506053|3353926760422.00|5050|24719|AUG2019|2019-08
08/26/2019|18764411|5427212|927196|0|24911|199094|0|189581|3846284|0|0|0|6.9281354E12|3500|26802|234557104388.00|12469111500.00|0.00|0.00|0.00|10589367|7175161644526.00|3500|26802|AUG2019|2019-08
08/27/2019|18784198|5440043|924732|0|23458|189796|0|188873|3772658|0|0|0|6.5862293E12|2735|24088|220395123586.00|12379733000.00|0.00|0.00|0.00|10516102|6819004151724.00|2735|24088|AUG2019|2019-08
08/28/2019|18804048|6120446|1051134|0|23876|209258|0|202744|4099661|0|0|0|6.6825263E12|410|36408|227441735929.00|13549750500.00|0.00|0.00|0.00|11683243|6923517744260.00|410|36408|AUG2019|2019-08
08/29/2019|18823685|5620095|956073|0|23438|181266|0|194850|3939741|0|0|0|6.3959478E12|1102|38859|184897359082.00|12911594500.00|0.00|0.00|0.00|10892025|6593756708835.00|1102|38859|AUG2019|2019-08
08/30/2019|18844317|6653775|1196885|0|25300|210013|0|211625|4571305|0|0|0|7.55858E12|26963|60893|214127566593.00|14186276500.00|0.00|0.00|0.00|12843603|7786893848968.00|26963|60893|AUG2019|2019-08
08/31/2019|18848877|5407217|954647|0|7384|186085|0|202533|4095482|0|0|0|5.9500477E12|3100|21437|144855739970.00|13684235500.00|0.00|0.00|0.00|10845964|6108587689482.00|3100|21437|AUG2019|2019-08
09/01/2019|18852242|4565190|736540|0|5383|192124|0|173373|3385454|0|0|0|3.9111328E12|1000|14295|144860873411.00|12096413000.00|0.00|0.00|0.00|9052681|4068090047806.00|1000|14295|SEP2019|2019-09
09/02/2019|18877382|6179834|1093264|0|28668|242385|0|194152|4484197|0|0|0|7.9043065E12|25208|48368|264006188840.00|13188515000.00|0.00|0.00|0.00|12193832|8181501236848.00|25208|48368|SEP2019|2019-09
09/03/2019|18899934|5638219|1009741|0|26323|222032|0|184849|4173885|0|0|0|6.995575E12|13050|34098|244582683574.00|12225824000.00|0.00|0.00|0.00|11228726|7252383473384.00|13050|34098|SEP2019|2019-09
09/04/2019|18921041|5341354|941180|0|24838|211656|0|193418|4048110|0|0|0|6.4963219E12|3257|47101|218283283315.00|12653800000.00|0.00|0.00|0.00|10735718|6727258968127.00|3257|47101|SEP2019|2019-09
09/05/2019|18941183|5442680|958247|0|24019|206823|0|189395|4035976|0|0|0|6.4773787E12|6290|36569|208881631089.00|12290218500.00|0.00|0.00|0.00|10833121|6698550570751.00|6290|36569|SEP2019|2019-09
09/06/2019|18961648|5356844|944730|0|24093|192012|0|195358|4070278|0|0|0|6.7206331E12|10886|51461|182382572449.00|12722632000.00|0.00|0.00|0.00|10759222|6915738296805.00|10886|51461|SEP2019|2019-09
09/07/2019|18966120|4542967|751925|0|6685|161702|0|183220|3689471|0|0|0|5.1779893E12|3000|28375|127088069262.00|12053557000.00|0.00|0.00|0.00|9329285|5317130924881.00|3000|28375|SEP2019|2019-09
09/08/2019|18969552|3840817|596419|0|5015|144424|0|165489|3034038|0|0|0|3.20413E12|5050|17644|102124222377.00|11127477000.00|0.00|0.00|0.00|7781187|3317381721600.00|5050|17644|SEP2019|2019-09
09/09/2019|18992357|5469443|932968|0|25840|196674|0|190762|4444009|0|0|0|7.0385404E12|9073|78460|190058584181.00|12425418000.00|0.00|0.00|0.00|11233856|7241024434254.00|9073|78460|SEP2019|2019-09
09/10/2019|19012231|5375303|933449|0|23485|197437|0|180312|4039088|0|0|0|6.6678145E12|9464|93055|189087669281.00|11772214500.00|0.00|0.00|0.00|10725589|6868674357249.00|9464|93055|SEP2019|2019-09
09/11/2019|19031345|4976410|862065|0|22343|187708|0|181791|3774184|0|0|0|6.2440128E12|710|44264|159829486766.00|11886554000.00|0.00|0.00|0.00|9982158|6415728889777.00|710|44264|SEP2019|2019-09
09/12/2019|19049597|4813486|824066|0|21446|161987|0|177696|3624469|0|0|0|6.0571647E12|4495|107813|136762925819.00|11639414500.00|0.00|0.00|0.00|9601704|6205567043209.00|4495|107813|SEP2019|2019-09
09/13/2019|19068676|5011770|860411|0|22363|159444|0|188428|3736594|0|0|0|6.1784401E12|25003|151846|135596181967.00|12487258000.00|0.00|0.00|0.00|9956647|6326523564098.00|25003|151846|SEP2019|2019-09
09/14/2019|19073332|4393967|702107|0|6647|142965|0|174767|3481728|0|0|0|4.9471957E12|179|37812|102303608349.00|11592057500.00|0.00|0.00|0.00|8895534|5061091379808.00|179|37812|SEP2019|2019-09
09/15/2019|19076766|3679890|552814|0|5028|132092|0|153614|2828303|0|0|0|3.1176753E12|7610|34046|83001163407.00|10391622500.00|0.00|0.00|0.00|7346713|3211068078028.00|7610|34046|SEP2019|2019-09
09/16/2019|19099104|5240984|890080|0|25214|175460|0|182394|3841515|0|0|0|6.6651182E12|3268|44180|162277744108.00|11992237500.00|0.00|0.00|0.00|10330433|6839388171965.00|3268|44180|SEP2019|2019-09
09/17/2019|19118824|4953245|844558|0|22932|164268|0|179050|3686526|0|0|0|6.2324719E12|2400|37948|164295105404.00|11820120000.00|0.00|0.00|0.00|9827647|6408587084801.00|2400|37948|SEP2019|2019-09
09/18/2019|19138174|4899647|821192|0|22445|167296|0|174724|3707781|0|0|0|6.1519692E12|6448|32636|184870515589.00|11649049500.00|0.00|0.00|0.00|9770640|6348488783291.00|6448|32636|SEP2019|2019-09
09/19/2019|19157395|4849594|802122|0|22437|193188|0|181435|3647439|0|0|0|6.0149715E12|295|37392|189678926076.00|12221350000.00|0.00|0.00|0.00|9673778|6216871750387.00|295|37392|SEP2019|2019-09
09/20/2019|19176364|5212371|913374|0|22135|235618|0|180021|3823733|0|0|0|6.3322987E12|10|36144|219146263346.00|11914940000.00|0.00|0.00|0.00|10365117|6563359952011.00|10|36144|SEP2019|2019-09
09/21/2019|19180782|4643234|834596|0|6538|193273|0|178086|3523229|0|0|0|5.0267105E12|2294|15496|146816262166.00|11814977500.00|0.00|0.00|0.00|9372418|5185341723007.00|2294|15496|SEP2019|2019-09
09/22/2019|19184258|3778697|593492|0|5080|152305|0|157474|2798288|0|0|0|3.0289523E12|500|11365|101978990355.00|10604245000.00|0.00|0.00|0.00|7480256|3141535494527.00|500|11365|SEP2019|2019-09
09/23/2019|19206098|5087241|873191|0|24729|177908|0|181438|3707095|0|0|0|6.4105115E12|2000|32321|182767621466.00|11935664000.00|0.00|0.00|0.00|10026873|6605214789423.00|2000|32321|SEP2019|2019-09
09/24/2019|19225363|4978525|831131|0|22418|173427|0|177988|3574667|0|0|0|6.1837187E12|4988|28137|196636705926.00|11811744000.00|0.00|0.00|0.00|9735738|6392167122484.00|4988|28137|SEP2019|2019-09
09/25/2019|19244442|6215500|1104719|0|22679|250497|0|199339|4453492|0|0|0|7.4543765E12|9751|21005|290170987592.00|13565704500.00|0.00|0.00|0.00|12223547|7758113207131.00|9751|21005|SEP2019|2019-09
09/26/2019|19263435|5604941|962440|0|22670|209600|0|191669|4086168|0|0|0|6.6546963E12|50|48746|237727306977.00|12853281500.00|0.00|0.00|0.00|11054818|6905276924270.00|50|48746|SEP2019|2019-09
09/27/2019|19284968|6919944|1191818|0|25737|236065|0|207089|4617665|0|0|0|7.316813E12|6500|34406|257375295596.00|14036736500.00|0.00|0.00|0.00|13172581|7588225019755.00|6500|34406|SEP2019|2019-09
09/28/2019|19290437|5875118|1019769|0|8363|206357|0|201713|4358378|0|0|0|5.9747212E12|1130|14946|184672257938.00|13677980500.00|0.00|0.00|0.00|11661335|6173071439191.00|1130|14946|SEP2019|2019-09
09/29/2019|19294504|4486388|703216|0|6024|164884|0|177357|3349357|0|0|0|3.6486274E12|150|11821|122027252457.00|12222618500.00|0.00|0.00|0.00|8881202|3782877269732.00|150|11821|SEP2019|2019-09
09/30/2019|19320156|7661519|1481636|0|29585|238271|0|211796|4896223|0|0|0|8.3221011E12|9600|31051|256137236563.00|14150255000.00|0.00|0.00|0.00|14489445|8592388592070.00|9600|31051|SEP2019|2019-09
10/01/2019|19343983|7311811|1426765|0|28172|266497|0|214436|5016502|0|0|0|8.3492549E12|12350|33983|291342871342.00|14529411000.00|0.00|0.00|0.00|14236011|8655127215634.00|12350|33983|OCT2019|2019-10
10/02/2019|19367130|6238234|1128182|0|27337|252522|0|202714|4679029|0|0|0|7.6515459E12|3067|36903|269144244010.00|13507838000.00|0.00|0.00|0.00|12500681|7934197992891.00|3067|36903|OCT2019|2019-10
10/03/2019|19388764|5829487|1030656|0|25432|225830|0|194218|4365124|0|0|0|7.038022E12|718|36398|227844421626.00|12879464000.00|0.00|0.00|0.00|11645315|7278745851002.00|718|36398|OCT2019|2019-10
10/04/2019|19409417|5828199|1037247|0|24506|219492|0|184841|4347121|0|0|0|6.9826697E12|3800|38967|219937129137.00|12270562000.00|0.00|0.00|0.00|11616900|7214877386628.00|3800|38967|OCT2019|2019-10
10/05/2019|19414553|5038004|848616|0|7488|190559|0|177453|3989764|0|0|0|5.5746771E12|0|17146|158111618856.00|11601137000.00|0.00|0.00|0.00|10244396|5744389905839.00|0|17146|OCT2019|2019-10
10/06/2019|19418758|4029575|633286|0|5981|159205|0|152543|3137870|0|0|0|3.3705741E12|0|14852|112463535218.00|10113379000.00|0.00|0.00|0.00|8112479|3493150998300.00|0|14852|OCT2019|2019-10
10/07/2019|19443461|5733484|1004184|0|28046|212824|0|185837|4267771|0|0|0|7.4320006E12|9378|24827|216894900515.00|12158859500.00|0.00|0.00|0.00|11404100|7661054310145.00|9378|24827|OCT2019|2019-10
10/08/2019|19465228|5403473|947138|0|25207|199532|0|177188|4039860|0|0|0|6.8244864E12|2595|26309|196709565739.00|11567078500.00|0.00|0.00|0.00|10767191|7032763049031.00|2595|26309|OCT2019|2019-10
10/09/2019|19485255|5314465|921393|0|23682|195020|0|180841|4051577|0|0|0|6.5917426E12|200|42808|191694177519.00|11889750000.00|0.00|0.00|0.00|10663296|6795326541496.00|200|42808|OCT2019|2019-10
10/10/2019|19505182|5621253|959835|0|23498|201105|0|177457|4421540|0|0|0|6.9276217E12|2000|45150|182448782204.00|11681846000.00|0.00|0.00|0.00|11381190|7121752293415.00|2000|45150|OCT2019|2019-10
10/11/2019|19525098|5381269|933338|0|23339|189829|0|175417|4027793|0|0|0|6.5698075E12|5432|34851|169041483011.00|11532300500.00|0.00|0.00|0.00|10707646|6750381327353.00|5432|34851|OCT2019|2019-10
10/12/2019|19529874|4632097|747437|0|6950|156665|0|167224|3657774|0|0|0|5.0980879E12|0|12600|107704550104.00|11316595500.00|0.00|0.00|0.00|9361197|5217109076382.00|0|12600|OCT2019|2019-10
10/13/2019|19533633|3921401|607224|0|5274|140185|0|144279|2985226|0|0|0|3.1577966E12|0|18779|81714430881.00|10103559000.00|0.00|0.00|0.00|7798315|3249614578454.00|0|18779|OCT2019|2019-10
10/14/2019|19555967|5405568|991582|0|25379|177175|0|158242|3805003|0|0|0|6.5504706E12|1850|38633|156864605101.00|10790236500.00|0.00|0.00|0.00|10537570|6718125403741.00|1850|38633|OCT2019|2019-10
10/15/2019|19576927|5669405|1031327|0|24415|183962|0|178759|3963364|0|0|0|6.6201312E12|250|28821|168089971580.00|11652248500.00|0.00|0.00|0.00|11026817|6799873446054.00|250|28821|OCT2019|2019-10
10/16/2019|19596833|5323165|927684|0|23203|176536|0|127731|3946074|0|0|0|6.4472286E12|500|22131|161179219221.00|8293623500.00|0.00|0.00|0.00|10501190|6616701462149.00|500|22131|OCT2019|2019-10
10/17/2019|19614902|5104199|863359|0|21275|181340|0|185723|3836156|0|0|0|6.2558549E12|2400|39968|175167310419.00|12195120500.00|0.00|0.00|0.00|10170777|6443217323191.00|2400|39968|OCT2019|2019-10
10/18/2019|19633814|5278281|917590|0|22215|183397|0|180481|3925487|0|0|0|6.4116284E12|2897|34440|175710084685.00|11830778500.00|0.00|0.00|0.00|10485236|6599169215334.00|2897|34440|OCT2019|2019-10
10/19/2019|19638795|4866753|870300|0|6973|188479|0|169038|3699879|0|0|0|5.1038708E12|160|8878|146727427796.00|11168746000.00|0.00|0.00|0.00|9794449|5261766932375.00|160|8878|OCT2019|2019-10
10/20/2019|19642547|4073464|637307|0|5215|205777|0|150594|3026720|0|0|0|3.218252E12|0|3330|137147769379.00|10089507500.00|0.00|0.00|0.00|8093862|3365489288300.00|0|3330|OCT2019|2019-10
10/21/2019|19664287|5412709|927453|0|24721|231608|0|178528|3930031|0|0|0|6.7121167E12|7405|66418|216121819546.00|11654772000.00|0.00|0.00|0.00|10680329|6939893307167.00|7405|66418|OCT2019|2019-10
10/22/2019|19683886|5136649|869588|0|22868|199278|0|171318|3756048|0|0|0|6.2453506E12|7228|117594|189517237559.00|11254980500.00|0.00|0.00|0.00|10132881|6446122776257.00|7228|117594|OCT2019|2019-10
10/23/2019|19701367|5032839|838082|0|20687|174519|0|168921|3754971|0|0|0|6.0743884E12|550|71361|166383079191.00|11088672000.00|0.00|0.00|0.00|9969332|6251860111156.00|550|71361|OCT2019|2019-10
10/24/2019|19719603|5211966|855102|0|21546|181288|0|174716|3765590|0|0|0|6.1228718E12|3668|86033|189234233407.00|11677069500.00|0.00|0.00|0.00|10188662|6323783077584.00|3668|86033|OCT2019|2019-10
10/25/2019|19738990|7047309|1216585|0|23114|268173|0|201781|4850262|0|0|0|7.667119E12|3640|44351|309199334213.00|13618920000.00|0.00|0.00|0.00|13584110|7989937283217.00|3640|44351|OCT2019|2019-10
10/26/2019|19744406|5596012|947012|0|7952|213628|0|194647|4250998|0|0|0|5.6755233E12|4300|11805|195086312291.00|13006289500.00|0.00|0.00|0.00|11202297|5883615925947.00|4300|11805|OCT2019|2019-10
10/27/2019|19748286|4359453|667015|0|5522|166225|0|169043|3274027|0|0|0|3.4274401E12|50|37141|124658974226.00|11534336500.00|0.00|0.00|0.00|8635763|3563633373531.00|50|37141|OCT2019|2019-10
10/28/2019|19771716|6766161|1126042|0|26996|226238|0|196796|4561723|0|0|0|7.4357311E12|2370|41405|255224402306.00|13104255500.00|0.00|0.00|0.00|12876960|7704059783427.00|2370|41405|OCT2019|2019-10
10/29/2019|19792739|6255915|1026747|0|24920|200096|0|188644|4326537|0|0|0|7.0640119E12|6965|54018|214897273973.00|12594093500.00|0.00|0.00|0.00|11997939|7291503273474.00|6965|54018|OCT2019|2019-10
10/30/2019|19812948|6724930|1110635|0|24186|197749|0|146850|4466609|0|0|0|7.2065129E12|1504|77594|203567225525.00|9816555500.00|0.00|0.00|0.00|12646773|7419896695292.00|1504|77594|OCT2019|2019-10
10/31/2019|19834822|7552933|1326237|0|26057|245662|0|216208|5211468|0|0|0|8.5430445E12|5418|72547|242622499290.00|14635560500.00|0.00|0.00|0.00|14552508|8800302579673.00|5418|72547|OCT2019|2019-10
11/01/2019|19856800|7203044|1274874|0|26234|265877|0|115278|5243274|0|0|0|8.2708883E12|4080|44082|264892008979.00|7730578000.00|0.00|0.00|0.00|14102347|8543510891855.00|4080|44082|NOV2019|2019-11
11/02/2019|19862273|5716638|974346|0|7767|217467|0|87806|4438833|0|0|0|6.0631569E12|400|22522|185346162236.00|4661050000.00|0.00|0.00|0.00|11435090|6253164077534.00|400|22522|NOV2019|2019-11
11/03/2019|19866605|4707893|770670|0|5928|188132|0|55464|3555460|0|0|0|3.8955448E12|10|12531|147677071383.00|3254830000.00|0.00|0.00|0.00|9277619|4046476683763.00|10|12531|NOV2019|2019-11
11/04/2019|19891592|6314288|1126044|0|28315|249637|0|118646|4663057|0|0|0|7.6850208E12|2600|75451|266660592022.00|7708539000.00|0.00|0.00|0.00|12471672|7959389909743.00|2600|75451|NOV2019|2019-11
11/05/2019|19913695|6288635|1095727|0|25867|256891|0|213161|4262783|0|0|0|7.2779555E12|11568|129900|251612265906.00|14390360000.00|0.00|0.00|0.00|12117197|7543958141572.00|11568|129900|NOV2019|2019-11
11/06/2019|19934653|5894830|1027200|0|24700|208715|0|200101|4473617|0|0|0|6.950944E12|6550|116695|211306992892.00|13404557500.00|0.00|0.00|0.00|11804463|7175655549955.00|6550|116695|NOV2019|2019-11
11/07/2019|19954239|5693618|974007|0|23629|208672|0|182871|4326064|0|0|0|7.0570328E12|1971|56234|189553317510.00|12177851500.00|0.00|0.00|0.00|11385232|7258763970180.00|1971|56234|NOV2019|2019-11
11/08/2019|19974844|5865362|1001842|0|23636|194637|0|186923|4377490|0|0|0|6.9937117E12|2230|38629|172460755632.00|12199446500.00|0.00|0.00|0.00|11626254|7178371928701.00|2230|38629|NOV2019|2019-11
11/09/2019|19979310|4656679|735019|0|6358|167263|0|178198|3693157|0|0|0|4.5001591E12|0|14275|116057865303.00|11944670500.00|0.00|0.00|0.00|9430316|4628161683948.00|0|14275|NOV2019|2019-11
11/10/2019|19983576|4307779|656714|0|5747|165007|0|159326|3384407|0|0|0|3.4142843E12|0|13447|104428773393.00|10795598000.00|0.00|0.00|0.00|8673233|3529508697945.00|0|13447|NOV2019|2019-11
11/11/2019|20006550|6252581|1054166|0|26229|202782|0|181976|5311824|0|0|0|7.7991307E12|1000|35827|191884448959.00|11933856500.00|0.00|0.00|0.00|13003329|8002948970793.00|1000|35827|NOV2019|2019-11
11/12/2019|20026070|5515178|955158|0|22797|183785|0|173925|4166829|0|0|0|6.9120046E12|225|25786|172702438731.00|11439765500.00|0.00|0.00|0.00|10994875|7096146823573.00|225|25786|NOV2019|2019-11
11/13/2019|20045170|5266291|921632|0|22357|173320|0|174848|3995135|0|0|0|6.5050801E12|5325|17945|148249282190.00|11618473500.00|0.00|0.00|0.00|10531226|6664947871354.00|5325|17945|NOV2019|2019-11
11/14/2019|20064155|5213584|906723|0|22484|170389|0|167834|3934807|0|0|0|6.3202656E12|4800|23375|146550707969.00|11122714000.00|0.00|0.00|0.00|10393337|6477939071713.00|4800|23375|NOV2019|2019-11
11/15/2019|20083504|5785454|1050623|0|22597|189937|0|175172|4170683|0|0|0|6.6568246E12|5180|22842|158178816469.00|11579455500.00|0.00|0.00|0.00|11371869|6826582874318.00|5180|22842|NOV2019|2019-11
11/16/2019|20088882|5097988|956406|0|7307|162901|0|167341|3839832|0|0|0|5.2651295E12|0|11645|121599950625.00|11071645500.00|0.00|0.00|0.00|10224468|5397801132543.00|0|11645|NOV2019|2019-11
